address,status,x,y,address_id,full_address
彰化縣埔心鄉大華村大明路202號,ok,203054.210,2648807.750,BNH5121-1,彰化縣埔心鄉大華村002鄰大明路２０２號
彰化縣埔心鄉太平村太平路170號,ok,204648.459,2648348.501,BNH6052-0,彰化縣埔心鄉太平村004鄰東平路１７０號
彰化縣埔心鄉太平村太平路336號,ok,204334.516,2648274.108,BNH6573-0,彰化縣埔心鄉太平村012鄰太平路３３６號
彰化縣埔心鄉太平路289號,ok,204494.822,2648214.312,BNH6069-9,彰化縣埔心鄉太平村005鄰太平路２８９號
彰化縣埔心鄉太平路336號,ok,204334.516,2648274.108,BNH6573-0,彰化縣埔心鄉太平村012鄰太平路３３６號
彰化縣埔心鄉忠義北路57號,ok,203382.450,2650075.970,BNJ9060-7,彰化縣埔心鄉義民村012鄰忠義北路５７號
彰化縣埔心鄉文昌東路100號,ok,200437.313,2648692.743,BNJ8026-0,彰化縣埔心鄉羅厝村013鄰文昌東路１００號
彰化縣埔心鄉新舘村新舘路87號,ok,202288.350,2648275.070,BNH7381-8,彰化縣埔心鄉新舘村008鄰新舘路８７號
彰化縣埔心鄉梧鳳村瑤鳳路四段361號,ok,200326.893,2651741.067,BNH9910-9,彰化縣埔心鄉梧鳳村003鄰瑤鳳路四段３６１號
彰化縣埔心鄉油車村瑤鳳路二段347號,ok,203452.994,2650769.819,BNJ0672-2,彰化縣埔心鄉油車村003鄰瑤鳳路二段３４７號
彰化縣埔心鄉瓦中村明聖路4段172號,ok,205134.132,2649835.626,BNJ1709-2,彰化縣埔心鄉瓦中村006鄰明聖路四段１７２號
彰化縣埔心鄉瓦中村明聖路四段180號,ok,205113.475,2649851.480,BNJ1713-9,彰化縣埔心鄉瓦中村006鄰明聖路四段１８０號
彰化縣埔心鄉瓦北村瑤鳳路一段51號,ok,205085.190,2650237.506,BNJ3328-1,彰化縣埔心鄉瓦北村008鄰瑤鳳路一段５１號
彰化縣埔心鄉瓦南村明聖路三段128巷3號,ok,205250.340,2649465.160,BNJ5520-8,彰化縣埔心鄉瓦南村004鄰明聖路三段１２８巷３號
彰化縣埔心鄉經口村明道路36號,ok,205067.535,2648402.627,BNJ6038-7,彰化縣埔心鄉經口村001鄰明聖路二段３６號
彰化縣埔心鄉羅厝村羅厝路二段138號,ok,200742.416,2648447.079,BNJ7987-7,彰化縣埔心鄉羅厝村011鄰羅厝路二段１３８號
彰化縣埔心鄉義民村員鹿路二段328號,ok,203623.614,2649910.728,BNJ9030-0,彰化縣埔心鄉義民村012鄰員鹿路二段３２８號
彰化縣埔心鄉芎蕉村仁安路65巷103號,ok,200742.792,2649719.996,BNK1230-0,彰化縣埔心鄉芎蕉村011鄰仁安路６５巷１０３號
彰化縣埔心鄉西安南路178號,ok,204968.876,2649687.124,BNJ2731-5,彰化縣埔心鄉瓦北村001鄰西安南路１７８號
彰化縣埔鹽鄉6鄰大新路一巷12之8號,ok,193255.227,2653568.199,BNG3308-8,彰化縣埔鹽鄉新水村006鄰大新路１巷１２號之８
彰化縣埔鹽鄉三省村好金路2巷5-1號,ok,193668.260,2652430.010,BNF3518-0,彰化縣埔鹽鄉三省村007鄰好金路２巷５號之１
彰化縣埔鹽鄉中正路192號,ok,195431.950,2655182.480,BNG0866-0,彰化縣埔鹽鄉好修村013鄰中正路１９２號
彰化縣埔鹽鄉南新村好金路61號,ok,194907.210,2654372.992,BNF5226-0,彰化縣埔鹽鄉南新村003鄰好金路６１號
彰化縣埔鹽鄉南港村埔菜路29-2號,ok,198693.955,2653783.376,BNF6612-0,彰化縣埔鹽鄉南港村016鄰埔菜路２９號之２
彰化縣埔鹽鄉同會址,ok,,,,
彰化縣埔鹽鄉員鹿路二段149號,ok,195017.183,2655927.240,BNG0630-2,彰化縣埔鹽鄉好修村010鄰員鹿路二段１４９號
彰化縣埔鹽鄉員鹿路二段60號B,ok,,,,
彰化縣埔鹽鄉埔南村彰水路1段340巷32號,ok,196914.031,2654525.367,BNF7370-5,彰化縣埔鹽鄉埔南村014鄰彰水路一段３４０巷３２號
彰化縣埔鹽鄉埔打路45-1號,ok,197925.093,2652878.902,BNG9187-0,彰化縣埔鹽鄉豐澤村003鄰埔打路４５號之１
彰化縣埔鹽鄉埔打路45之1號,ok,197925.093,2652878.902,BNG9187-0,彰化縣埔鹽鄉豐澤村003鄰埔打路４５號之１
彰化縣埔鹽鄉埔菜路29之2號,ok,198693.955,2653783.376,BNF6612-0,彰化縣埔鹽鄉南港村016鄰埔菜路２９號之２
彰化縣埔鹽鄉埔鹽村中正路120號,ok,196268.080,2654775.410,BNF8115-6,彰化縣埔鹽鄉埔鹽村013鄰中正路１２０號
彰化縣埔鹽鄉埔鹽鄉大有村員鹿路三段68-1號,ok,194298.350,2656797.200,BNF8953-6,彰化縣埔鹽鄉大有村010鄰員鹿路三段６８之１號
彰化縣埔鹽鄉埔鹽鄉廍子村光明路1段101號,ok,197757.660,2656127.920,BNG2118-0,彰化縣埔鹽鄉廍子村006鄰光明路一段１０１號
彰化縣埔鹽鄉埔鹽鄉新興村員鹿路3段689號,ok,193547.390,2657411.700,BNG3787-5,彰化縣埔鹽鄉新興村003鄰員鹿路三段６８９號
彰化縣埔鹽鄉埔鹽鄉瓦嗂村光明路2段60-1號,ok,196541.948,2656324.578,BNG6055-8,彰化縣埔鹽鄉瓦磘村003鄰光明路二段臨６０之１號
彰化縣埔鹽鄉埔鹽鄉豐澤村埔打路臨48-28號,ok,197855.571,2652834.863,BNG9167-7,彰化縣埔鹽鄉豐澤村003鄰埔打路臨４８之２８號
彰化縣埔鹽鄉大新路15號,ok,193553.404,2653560.257,BNG3281-3,彰化縣埔鹽鄉新水村005鄰大新路１５號
彰化縣埔鹽鄉大有村員鹿路3段68之1號,ok,194298.350,2656797.200,BNF8953-6,彰化縣埔鹽鄉大有村010鄰員鹿路三段６８之１號
彰化縣埔鹽鄉天盛村成功路3段286號,ok,191879.883,2653293.093,BNF9078-1,彰化縣埔鹽鄉天盛村001鄰成功路三段２８６號
彰化縣埔鹽鄉天盛村番金路68-1號,ok,191876.380,2653478.770,BNF9097-5,彰化縣埔鹽鄉天盛村001鄰番金路６８之１號
彰化縣埔鹽鄉太平村番金路58號,ok,192361.685,2652991.518,BNF9733-0,彰化縣埔鹽鄉太平村006鄰番金路５８號
彰化縣埔鹽鄉好修村中正路162號,ok,195672.431,2655069.348,BNG0806-9,彰化縣埔鹽鄉好修村013鄰中正路１６２號
彰化縣埔鹽鄉好修村員鹿路2段149號,ok,195017.183,2655927.240,BNG0630-2,彰化縣埔鹽鄉好修村010鄰員鹿路二段１４９號
彰化縣埔鹽鄉好修村員鹿路2段97巷12-3號,ok,319548.850,2775091.190,CCL3755-0,基隆市七堵區堵南里006鄰溪頭街１２之３號
彰化縣埔鹽鄉崑崙村彰水路48號,ok,196987.107,2653607.564,BNG1506-3,彰化縣埔鹽鄉崑崙村005鄰彰水路一段４８號
彰化縣埔鹽鄉廍子村光明路一段101號,ok,197757.660,2656127.920,BNG2118-0,彰化縣埔鹽鄉廍子村006鄰光明路一段１０１號
彰化縣埔鹽鄉彰水路一段252號,ok,196876.830,2654325.520,BNF7235-9,彰化縣埔鹽鄉埔南村011鄰彰水路一段２５２號
彰化縣埔鹽鄉彰水路一段340巷32號,ok,196914.031,2654525.367,BNF7370-5,彰化縣埔鹽鄉埔南村014鄰彰水路一段３４０巷３２號
彰化縣埔鹽鄉打廉村埔打路19-15號,ok,198615.766,2652840.506,BNG2888-5,彰化縣埔鹽鄉打廉村008鄰埔打路臨１９之１５號
彰化縣埔鹽鄉打廉村埔打路7-7號,ok,198755.493,2652787.631,BNG2927-5,彰化縣埔鹽鄉打廉村008鄰埔打路７號之７
彰化縣埔鹽鄉新水村大新路21號,ok,193876.672,2654380.856,BNG2990-1,彰化縣埔鹽鄉新水村001鄰大新路２１號
彰化縣埔鹽鄉新水村大新路一巷15號,ok,193301.443,2653505.153,BNG3309-9,彰化縣埔鹽鄉新水村006鄰大新路１巷１５號
彰化縣埔鹽鄉永平村員鹿路3段227-2號,ok,193533.820,2657575.792,BNG5061-1,彰化縣埔鹽鄉永平村003鄰員鹿路三段２２７之２號
彰化縣埔鹽鄉永平村番金路100-29號,ok,192174.862,2656318.463,BNG5311-0,彰化縣埔鹽鄉永平村008鄰番金路１００號之２９
彰化縣埔鹽鄉永樂村永樂路435號,ok,192423.280,2655153.730,BNG5785-0,彰化縣埔鹽鄉永樂村005鄰永樂路４３５號
彰化縣埔鹽鄉永樂村永樂路600號,ok,192136.843,2655200.142,BNG5817-1,彰化縣埔鹽鄉永樂村006鄰永樂路６００號
彰化縣埔鹽鄉永樂路435號,ok,192423.280,2655153.730,BNG5785-0,彰化縣埔鹽鄉永樂村005鄰永樂路４３５號
彰化縣埔鹽鄉永樂路600號,ok,192136.843,2655200.142,BNG5817-1,彰化縣埔鹽鄉永樂村006鄰永樂路６００號
彰化縣埔鹽鄉無,ok,,,,
彰化縣埔鹽鄉瓦磘村光明路2段60之1號,ok,196541.948,2656324.578,BNG6055-8,彰化縣埔鹽鄉瓦磘村003鄰光明路二段臨６０之１號
彰化縣埔鹽鄉番金路67-5號,ok,191878.046,2653263.072,BNF9093-0,彰化縣埔鹽鄉天盛村001鄰番金路６７號之５
彰化縣埔鹽鄉番金路68之1號,ok,191876.380,2653478.770,BNF9097-5,彰化縣埔鹽鄉天盛村001鄰番金路６８之１號
彰化縣埔鹽鄉石埤村番金路2巷臨12號,ok,191058.778,2654005.578,BNG6637-3,彰化縣埔鹽鄉石埤村002鄰番金路２巷臨１２號
彰化縣埔鹽鄉石埤村番金路87-1號,ok,191324.281,2653992.484,BNG6813-1,彰化縣埔鹽鄉石埤村005鄰番金路８７號之１
彰化縣埔鹽鄉西湖村大新路2巷22-6號,ok,194201.687,2655657.144,BNG7526-1,彰化縣埔鹽鄉西湖村013鄰大新路２巷臨２２之６號
彰化縣埔鹽鄉角樹村(日月池)員鹿路一段53號,ok,,,,
彰化縣埔鹽鄉角樹村員鹿路1段74號,ok,196094.617,2653390.298,BNG7888-5,彰化縣埔鹽鄉角樹村005鄰員鹿路一段７４號
彰化縣埤頭鄉中南路145號,ok,196811.339,2643286.547,BNY1917-3,彰化縣埤頭鄉埤頭村005鄰中南路１４５號
彰化縣埤頭鄉中和村廟前路68號,ok,194823.046,2637976.070,BNX7380-1,彰化縣埤頭鄉中和村008鄰廟前路６８號
彰化縣埤頭鄉中和村溪林路284號,ok,195029.552,2638226.490,BNX6975-9,彰化縣埤頭鄉中和村002鄰溪林路２８４號
彰化縣埤頭鄉中學路67號,ok,195058.790,2641905.728,BNY5006-0,彰化縣埤頭鄉崙腳村004鄰中學路６７號
彰化縣埤頭鄉中華路434號,ok,196451.640,2644774.157,BNY9570-9,彰化縣埤頭鄉興農村012鄰十號路４３４號
彰化縣埤頭鄉元埔村文化路459巷11號,ok,198293.870,2640824.930,BNX7751-9,彰化縣埤頭鄉元埔村001鄰文化路４５９巷１１號
彰化縣埤頭鄉元埔村文化路495巷11號,ok,197799.644,2640849.528,BNX7790-6,彰化縣埤頭鄉元埔村002鄰大埔路１１號
彰化縣埤頭鄉光華路124號,ok,197462.371,2639687.417,BNY7525-6,彰化縣埤頭鄉新庄村012鄰光華路１２４號
彰化縣埤頭鄉合興村文鄉路135號,ok,194885.400,2643308.780,BNX8602-0,彰化縣埤頭鄉合興村006鄰文鄉路１３５號
彰化縣埤頭鄉合興村文鄉路161號,ok,194892.355,2643378.076,BNX8618-9,彰化縣埤頭鄉合興村006鄰文鄉路１６１號
彰化縣埤頭鄉合興村斗苑西路32號B,ok,,,,
彰化縣埤頭鄉埔尾路51號,ok,197769.876,2642886.412,BNY0399-0,彰化縣埤頭鄉和豊村002鄰埔尾路５１號
彰化縣埤頭鄉埤頭村中南路145號,ok,196811.339,2643286.547,BNY1917-3,彰化縣埤頭鄉埤頭村005鄰中南路１４５號
彰化縣埤頭鄉埤頭鄉興農村中興巷87號,ok,196900.662,2643573.137,BNY9059-9,彰化縣埤頭鄉興農村003鄰中興巷８７號
彰化縣埤頭鄉大湖村大湖路260號,ok,194264.244,2640281.299,BNY2973-6,彰化縣埤頭鄉大湖村010鄰大湖路２６０號
彰化縣埤頭鄉大湖路260號,ok,194264.244,2640281.299,BNY2973-6,彰化縣埤頭鄉大湖村010鄰大湖路２６０號
彰化縣埤頭鄉安康街72號,ok,195015.178,2642836.790,BNY6118-0,彰化縣埤頭鄉平原村016鄰安康街７２號
彰化縣埤頭鄉崙子村崙子路11號,ok,194860.350,2644607.301,BNY3289-7,彰化縣埤頭鄉崙子村004鄰崙子路１１號
彰化縣埤頭鄉崙腳村中學路67號,ok,195058.790,2641905.728,BNY5006-0,彰化縣埤頭鄉崙腳村004鄰中學路６７號
彰化縣埤頭鄉崙腳村和平路271巷12號,ok,195851.977,2642100.163,BNY5150-7,彰化縣埤頭鄉崙腳村008鄰和平路２７１巷１２號
彰化縣埤頭鄉平原村安康街72號,ok,195015.178,2642836.790,BNY6118-0,彰化縣埤頭鄉平原村016鄰安康街７２號
彰化縣埤頭鄉平原村平原路170號,ok,195962.440,2642447.250,BNY5300-2,彰化縣埤頭鄉平原村004鄰平原路１７０號
彰化縣埤頭鄉平原村平原路171號,ok,198265.460,2668069.040,BLR5966-7,彰化縣和美鎮四張里012鄰平原路１７１號
彰化縣埤頭鄉庄內村光明路276號,ok,195054.607,2637867.286,BNY6812-6,彰化縣埤頭鄉庄內村009鄰光明路２７６號
彰化縣埤頭鄉庄內村光明路292號,ok,195014.657,2637863.676,BNY6538-7,彰化縣埤頭鄉庄內村001鄰光明路２９２號
彰化縣埤頭鄉彰水路三段352巷45號,ok,195016.991,2642810.845,BNY6156-7,彰化縣埤頭鄉平原村016鄰彰水路三段３５２巷４５號
彰化縣埤頭鄉文化路495巷11號,ok,,,,
彰化縣埤頭鄉文化路829號,ok,197288.086,2640777.231,BNZ0587-7,彰化縣埤頭鄉芙朝村020鄰文化路８２９號
彰化縣埤頭鄉文鄉路135號,ok,194885.400,2643308.780,BNX8602-0,彰化縣埤頭鄉合興村006鄰文鄉路１３５號
彰化縣埤頭鄉文鄉路161號,ok,194892.355,2643378.076,BNX8618-9,彰化縣埤頭鄉合興村006鄰文鄉路１６１號
彰化縣埤頭鄉新庄村光華路124號,ok,197462.371,2639687.417,BNY7525-6,彰化縣埤頭鄉新庄村012鄰光華路１２４號
彰化縣埤頭鄉東西路621號,ok,,,,
彰化縣埤頭鄉校前路50號,ok,195042.070,2645954.717,BNZ1271-3,彰化縣埤頭鄉豊崙村014鄰校前路５０號
彰化縣埤頭鄉永豐村東西路421號,ok,193997.372,2643871.961,BNY7916-7,彰化縣埤頭鄉永豐村005鄰東西路４２１號
彰化縣埤頭鄉溪林路284號,ok,195029.552,2638226.490,BNX6975-9,彰化縣埤頭鄉中和村002鄰溪林路２８４號
彰化縣埤頭鄉竹圍村竹圍路187號,ok,194447.276,2638704.021,BNY8763-1,彰化縣埤頭鄉竹圍村009鄰竹圍路１８７號
彰化縣埤頭鄉竹圍路187號,ok,194447.276,2638704.021,BNY8763-1,彰化縣埤頭鄉竹圍村009鄰竹圍路１８７號
彰化縣埤頭鄉芙朝村文化路829號,ok,197288.086,2640777.231,BNZ0587-7,彰化縣埤頭鄉芙朝村020鄰文化路８２９號
彰化縣埤頭鄉芙朝村芙朝路205號,ok,197131.090,2640731.314,BNZ0605-1,彰化縣埤頭鄉芙朝村020鄰芙朝路２０５號
彰化縣埤頭鄉豊崙村校前路50號,ok,195042.070,2645954.717,BNZ1271-3,彰化縣埤頭鄉豊崙村014鄰校前路５０號
彰化縣埤頭鄉豐崙村校前路128號,ok,194865.100,2645985.860,BNZ1233-8,彰化縣埤頭鄉豊崙村014鄰校前路１２８號
彰化縣埤頭鄉陸嘉村中華路434號,ok,208354.039,2638849.219,BMZ8087-8,彰化縣田中鎮中路里017鄰中南路三段４３４號
彰化縣大城鄉三豐村平康路1-1號,ok,178851.870,2643279.710,JVS3851-3,彰化縣大城鄉三豐村004鄰平康路１之１號
彰化縣大城鄉三豐村東盛路1號,ok,178876.893,2642470.761,BPB9550-6,彰化縣大城鄉三豐村007鄰東盛路１號
彰化縣大城鄉上山村大山路2之1號,ok,182596.228,2638002.018,BPB9669-0,彰化縣大城鄉上山村004鄰大山路２之１號
彰化縣大城鄉上山村大山路2號之1,ok,182596.228,2638002.018,BPB9669-0,彰化縣大城鄉上山村004鄰大山路２之１號
彰化縣大城鄉中央路2號,ok,177581.278,2639846.540,BPC2263-9,彰化縣大城鄉東港村004鄰中央路２號
彰化縣大城鄉中平路132號,ok,180801.617,2638924.523,BPC2029-0,彰化縣大城鄉東城村009鄰中平路１３２號
彰化縣大城鄉中平路176號,ok,180770.881,2638911.710,BPC0857-0,彰化縣大城鄉大城村009鄰中平路１７６號
彰化縣大城鄉公館村廟口路1號,ok,179009.754,2638118.727,BPC0238-0,彰化縣大城鄉公館村012鄰大埔路１號
彰化縣大城鄉公館村東西路43號,ok,177693.099,2639259.333,BPC0105-8,彰化縣大城鄉公館村004鄰東西路４３號
彰化縣大城鄉公館村青埔路7-8號,ok,178963.260,2637506.246,BPC0389-3,彰化縣大城鄉公館村020鄰青埔路７之８號
彰化縣大城鄉南平路224號,ok,181145.651,2638901.112,BPC2063-2,彰化縣大城鄉東城村009鄰南平路２２４號
彰化縣大城鄉台西村順應路4號,ok,178679.800,2642387.970,BPB9596-0,彰化縣大城鄉三豐村009鄰順元路４號
彰化縣大城鄉大城村中平路132號,ok,180801.617,2638924.523,BPC2029-0,彰化縣大城鄉東城村009鄰中平路１３２號
彰化縣大城鄉大城村西平路176號,ok,180836.610,2639351.108,BPC0599-1,彰化縣大城鄉大城村003鄰西平路１７６號
彰化縣大城鄉大山路2-1號,ok,182596.228,2638002.018,BPB9669-0,彰化縣大城鄉上山村004鄰大山路２之１號
彰化縣大城鄉天惠路40-2號,ok,184143.652,2637869.001,BPC3305-6,彰化縣大城鄉潭墘村017鄰天惠路４０之２號
彰化縣大城鄉山腳村大山路47號,ok,180743.470,2637643.050,BPC1192-7,彰化縣大城鄉山腳村006鄰大山路４７號
彰化縣大城鄉平和路5號,ok,179643.735,2641801.200,BPC6077-5,彰化縣大城鄉豐美村010鄰平和路５號
彰化縣大城鄉東城村中平路161號,ok,180821.806,2638891.338,BPC1982-9,彰化縣大城鄉東城村008鄰中平路１６１號
彰化縣大城鄉東城村中平路163號,ok,180853.045,2638868.836,BPC1983-0,彰化縣大城鄉東城村008鄰中平路１６３號
彰化縣大城鄉東城村南平路224號,ok,181145.651,2638901.112,BPC2063-2,彰化縣大城鄉東城村009鄰南平路２２４號
彰化縣大城鄉東城村南平路74號,ok,180989.136,2639097.819,BPC1785-6,彰化縣大城鄉東城村002鄰東平路７４號
彰化縣大城鄉東城村大安路40-1號,ok,234592.940,2456091.470,BYS9936-8,屏東縣牡丹鄉東源村002鄰東源路４０之１號
彰化縣大城鄉東平路6號,ok,180201.529,2640687.436,BPC3690-8,彰化縣大城鄉菜寮村001鄰東平路６號
彰化縣大城鄉東港村中央路2-1號,ok,177627.890,2639934.840,BPC2298-0,彰化縣大城鄉東港村005鄰中央路２之１號
彰化縣大城鄉東港村中央路2號,ok,177581.278,2639846.540,BPC2263-9,彰化縣大城鄉東港村004鄰中央路２號
彰化縣大城鄉永和村青埔路7-3號,ok,178905.618,2637424.021,BPC0386-0,彰化縣大城鄉公館村020鄰青埔路７之３號
彰化縣大城鄉潭墘村光復路1-5號,ok,315758.600,2668756.480,CBD3687-9,花蓮縣新城鄉新城村009鄰中山路１之５號
彰化縣大城鄉潭墘村天惠路42-1號,ok,203906.840,2654218.290,BNC9663-2,彰化縣大村鄉大村村019鄰大仁路一段４２之１號
彰化縣大城鄉潭墘村潭城路1號,ok,183617.940,2636992.080,BPC3103-8,彰化縣大城鄉潭墘村007鄰潭城路１號
彰化縣大城鄉菜寮村東平路6號,ok,180201.529,2640687.436,BPC3690-8,彰化縣大城鄉菜寮村001鄰東平路６號
彰化縣大城鄉西城村西勢路31-2號,ok,180463.328,2639406.479,BPC5236-8,彰化縣大城鄉西城村006鄰西勢路３１號之２
彰化縣大城鄉西港村永鎮路35號,ok,176944.350,2639999.990,BPC5676-8,彰化縣大城鄉西港村007鄰通海路３５號
彰化縣大城鄉許厝巷10號,ok,,,,
彰化縣大城鄉豐美村平和路31號,ok,179584.804,2641715.054,BPC5880-0,彰化縣大城鄉豐美村001鄰平和路３１號
彰化縣大城鄉頂庄村東厝路63-1號,ok,177144.140,2638451.041,BPC6189-1,彰化縣大城鄉頂庄村008鄰東厝路６３之１號
彰化縣大城鄉頂庄村東厝路70號,ok,177042.915,2638311.828,BPC6198-2,彰化縣大城鄉頂庄村008鄰東厝路７０號
彰化縣大村鄉中山路一段118號,ok,206477.639,2652623.748,BND7805-6,彰化縣大村鄉美港村011鄰中山路一段１１８號
彰化縣大村鄉中山路三段193巷69號,ok,204795.630,2655053.520,BND0180-8,彰化縣大村鄉大橋村010鄰中山路三段１９３巷６９號
彰化縣大村鄉中山路二段240號,ok,205789.324,2653781.242,BND3683-8,彰化縣大村鄉村上村008鄰中山路二段２４０號
彰化縣大村鄉中山路二段242號,ok,205714.214,2653867.384,BND3828-7,彰化縣大村鄉村上村011鄰中山路二段２４２號
彰化縣大村鄉中正東路98巷2號,ok,205910.035,2653855.956,BND3893-6,彰化縣大村鄉村上村011鄰中正東路９８巷２號
彰化縣大村鄉中正西路338號,ok,203927.950,2654375.120,BNC7826-6,彰化縣大村鄉大村村001鄰中正西路３３８號
彰化縣大村鄉中正西路381號,ok,203747.006,2654402.513,BNC7867-5,彰化縣大村鄉大村村001鄰中正西路３８１號
彰化縣大村鄉加錫二巷3之8號,ok,201730.290,2653485.050,BNC5928-2,彰化縣大村鄉加錫村002鄰加錫二巷３之８號
彰化縣大村鄉加錫村加錫二巷3-8號,ok,201730.290,2653485.050,BNC5928-2,彰化縣大村鄉加錫村002鄰加錫二巷３之８號
彰化縣大村鄉南勢村南一橫巷3-11號,ok,204224.880,2653007.700,BNC6999-1,彰化縣大村鄉南勢村009鄰南一橫巷３號之１１
彰化縣大村鄉南勢村南一橫巷3-12號,ok,204247.647,2653024.479,BNC7000-1,彰化縣大村鄉南勢村009鄰南一橫巷３號之１２
彰化縣大村鄉大崙二巷28之2號,ok,200615.830,2653905.650,BNC7688-3,彰化縣大村鄉大崙村018鄰大崙二巷２８之２號
彰化縣大村鄉大崙村7鄰大崙2巷28-2號,ok,200615.830,2653905.650,BNC7688-3,彰化縣大村鄉大崙村018鄰大崙二巷２８之２號
彰化縣大村鄉大崙村大崙路10-55號,ok,201705.300,2653409.670,BNC7772-9,彰化縣大村鄉大崙村020鄰大崙路１０之５５號
彰化縣大村鄉大崙路10號之55,ok,201705.300,2653409.670,BNC7772-9,彰化縣大村鄉大崙村020鄰大崙路１０之５５號
彰化縣大村鄉大崙路4-2號,ok,203036.720,2653798.830,BND9387-7,彰化縣大村鄉貢旗村008鄰大崙路４之２號
彰化縣大村鄉大村村忠孝街18號,ok,203823.870,2654541.290,GDL1910-1,彰化縣大村鄉大村村005鄰忠孝街１８號
彰化縣大村鄉大村村茄苳路1段203號,ok,203634.023,2654892.282,BNC9008-8,彰化縣大村鄉大村村015鄰茄苳路一段２０３號
彰化縣大村鄉大村鄉中正西路280巷2弄53號,ok,203974.690,2654626.680,BNC7801-7,彰化縣大村鄉大村村001鄰中正西路２８０巷２弄５３號
彰化縣大村鄉大村鄉加錫村加錫二巷3之8號,ok,201730.290,2653485.050,BNC5928-2,彰化縣大村鄉加錫村002鄰加錫二巷３之８號
彰化縣大村鄉大村鄉大崙村大崙二巷28-2號,ok,200615.830,2653905.650,BNC7688-3,彰化縣大村鄉大崙村018鄰大崙二巷２８之２號
彰化縣大村鄉大橋村中山路3段193巷69號,ok,204795.630,2655053.520,BND0180-8,彰化縣大村鄉大橋村010鄰中山路三段１９３巷６９號
彰化縣大村鄉大橋村中山路三段193巷69號,ok,204795.630,2655053.520,BND0180-8,彰化縣大村鄉大橋村010鄰中山路三段１９３巷６９號
彰化縣大村鄉學府路168號,ok,208928.000,2655219.230,BND6598-3,彰化縣大村鄉福興村010鄰學府路１６８號
彰化縣大村鄉學府路169號,ok,203705.760,2657950.720,BMJ7319-0,彰化縣花壇鄉長沙村024鄰學府路１６９號
彰化縣大村鄉山腳路102號之1,ok,207831.780,2654370.900,BND6635-1,彰化縣大村鄉福興村010鄰山脚路１０２號之１
彰化縣大村鄉平和村聖瑤東路77號,ok,207004.330,2654832.930,BND1189-0,彰化縣大村鄉平和村009鄰聖瑤東路７７號
彰化縣大村鄉擺塘村擺塘橫巷1-1號,ok,205199.666,2653465.059,BND2388-0,彰化縣大村鄉擺塘村012鄰擺塘橫巷１號之１
彰化縣大村鄉擺塘橫巷1號之1,ok,205199.666,2653465.059,BND2388-0,彰化縣大村鄉擺塘村012鄰擺塘橫巷１號之１
彰化縣大村鄉新興巷6-3號,ok,,,,
彰化縣大村鄉新興村新興巷6-3號,ok,201730.320,2640634.460,BNQ6827-8,彰化縣北斗鎮七星里010鄰宮前街６之３號
彰化縣大村鄉新興村新興巷6-3號彰化縣大村鄉新興村新興巷11號,ok,180862.542,2639257.752,BPC0578-7,彰化縣大城鄉大城村003鄰北平路１１號
彰化縣大村鄉村上村中山路二段240號,ok,205789.324,2653781.242,BND3683-8,彰化縣大村鄉村上村008鄰中山路二段２４０號
彰化縣大村鄉村上村中正東路98巷2號,ok,205910.035,2653855.956,BND3893-6,彰化縣大村鄉村上村011鄰中正東路９８巷２號
彰化縣大村鄉田洋巷11號,ok,202507.900,2654701.920,BND5301-9,彰化縣大村鄉田洋村004鄰田洋巷１１號
彰化縣大村鄉田洋村田洋巷11-2號,ok,191130.430,2669614.450,GBY7797-6,彰化縣線西鄉塭仔村010鄰慶安南三路１１之２號
彰化縣大村鄉田洋村田洋巷11號,ok,202507.900,2654701.920,BND5301-9,彰化縣大村鄉田洋村004鄰田洋巷１１號
彰化縣大村鄉福興村山腳路102號之1,ok,207831.780,2654370.900,BND6635-1,彰化縣大村鄉福興村010鄰山脚路１０２號之１
彰化縣大村鄉福興村山腳路88-1號,ok,207680.550,2654116.010,BND5922-1,彰化縣大村鄉福興村004鄰山腳路８８之２５號
彰化縣大村鄉美港村中山路一段118號,ok,206477.639,2652623.748,BND7805-6,彰化縣大村鄉美港村011鄰中山路一段１１８號
彰化縣大村鄉聖瑤東路79號,ok,206994.800,2654857.800,BND1190-3,彰化縣大村鄉平和村009鄰聖瑤東路７９號
彰化縣大村鄉茄苳村茄苳路2段141巷31號,ok,203088.450,2656056.580,BND8830-0,彰化縣大村鄉茄苳村006鄰茄苳路二段１４１巷３１號
彰化縣大村鄉茄苳路一段203號,ok,203634.023,2654892.282,BNC9008-8,彰化縣大村鄉大村村015鄰茄苳路一段２０３號
彰化縣大村鄉茄苳路二段141巷31號,ok,203088.450,2656056.580,BND8830-0,彰化縣大村鄉茄苳村006鄰茄苳路二段１４１巷３１號
彰化縣大村鄉貢旗村大崙路2-1號,ok,203066.775,2653805.941,BND9359-2,彰化縣大村鄉貢旗村008鄰大崙路２號之１
彰化縣大村鄉貢旗村大崙路4-2號,ok,203036.720,2653798.830,BND9387-7,彰化縣大村鄉貢旗村008鄰大崙路４之２號
彰化縣大村鄉過溝三巷36-2號,ok,,,,
彰化縣大村鄉過溝村過溝三巷36-2號,ok,204616.336,2654303.958,BNF0676-1,彰化縣大村鄉過溝村013鄰過溝三巷３６號之２
彰化縣大村鄉過溝村鎮安二巷5號,ok,205254.860,2653956.720,BNF0221-5,彰化縣大村鄉過溝村005鄰鎮安二巷５號
