dataset,id,name,town,address,failure,api_best_guess,query,google_search_url,google_url,lat,lng,note
避難收容處所,SHELTER_038,延和公園棒壘球場,彰化市,彰化縣彰化市埔西街212-246號,api_無此門牌,,彰化縣彰化市埔西街212-246號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%BD%B0%E5%8C%96%E5%B8%82%E5%9F%94%E8%A5%BF%E8%A1%97212-246%E8%99%9F,"https://www.google.com/maps/place/彰化市延和球場/@24.06064,120.540099,17z/data=!3m1!4b1!4m6!3m5!1s0x34693863578555c5:0xa634cd258d!8m2!3d24.0606400!4d120.5400990",,,Google 地圖：彰化市延和球場（延和公園內）
避難收容處所,SHELTER_063,永豐社區活動中心,埤頭鄉,彰化縣埤頭鄉東西路621號,api_無此門牌,,彰化縣埤頭鄉東西路621號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%9F%A4%E9%A0%AD%E9%84%89%E6%9D%B1%E8%A5%BF%E8%B7%AF621%E8%99%9F,,,,
避難收容處所,SHELTER_069,元埔社區活動中心,埤頭鄉,彰化縣埤頭鄉文化路495巷11號,api_無此門牌,,彰化縣埤頭鄉文化路495巷11號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%9F%A4%E9%A0%AD%E9%84%89%E6%96%87%E5%8C%96%E8%B7%AF495%E5%B7%B711%E8%99%9F,,,,
避難收容處所,SHELTER_075,陸嘉社區活動中心,埤頭鄉,彰化縣埤頭鄉中華路434號,api_僅模糊比對,彰化縣埤頭鄉興農村012鄰十號路４３４號,彰化縣埤頭鄉中華路434號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%9F%A4%E9%A0%AD%E9%84%89%E4%B8%AD%E8%8F%AF%E8%B7%AF434%E8%99%9F,,,,
避難收容處所,SHELTER_080,光化村活動中心,二水鄉,彰化縣二水鄉光進一巷20-1號,api_無此門牌,,彰化縣二水鄉光進一巷20-1號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E4%BA%8C%E6%B0%B4%E9%84%89%E5%85%89%E9%80%B2%E4%B8%80%E5%B7%B720-1%E8%99%9F,,,,
避難收容處所,SHELTER_083,大園村活動中心,二水鄉,彰化縣二水鄉大園巷11-9號,api_無此門牌,,彰化縣二水鄉大園巷11-9號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E4%BA%8C%E6%B0%B4%E9%84%89%E5%A4%A7%E5%9C%92%E5%B7%B711-9%E8%99%9F,,,,
避難收容處所,SHELTER_084,惠民村活動中心,二水鄉,彰化縣二水鄉山腳路一段48-1號,api_僅模糊比對,雲林縣四湖鄉四湖村007鄰中山東路４８之１號,彰化縣二水鄉山腳路一段48-1號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E4%BA%8C%E6%B0%B4%E9%84%89%E5%B1%B1%E8%85%B3%E8%B7%AF%E4%B8%80%E6%AE%B548-1%E8%99%9F,,,,
避難收容處所,SHELTER_085,文化村活動中心,二水鄉,彰化縣二水鄉文化一巷1號,api_無此門牌,,彰化縣二水鄉文化一巷1號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E4%BA%8C%E6%B0%B4%E9%84%89%E6%96%87%E5%8C%96%E4%B8%80%E5%B7%B71%E8%99%9F,,,,
避難收容處所,SHELTER_086,二水村活動中心,二水鄉,彰化縣二水鄉正德巷5號,api_無此門牌,,彰化縣二水鄉正德巷5號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E4%BA%8C%E6%B0%B4%E9%84%89%E6%AD%A3%E5%BE%B7%E5%B7%B75%E8%99%9F,,,,
避難收容處所,SHELTER_088,海豐村活動中心,二水鄉,彰化縣二水鄉山腳路一段113-5號,api_僅模糊比對,彰化縣伸港鄉海尾村008鄰海尾路１１３之５號,彰化縣二水鄉山腳路一段113-5號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E4%BA%8C%E6%B0%B4%E9%84%89%E5%B1%B1%E8%85%B3%E8%B7%AF%E4%B8%80%E6%AE%B5113-5%E8%99%9F,,,,
避難收容處所,SHELTER_091,受玄宮,二水鄉,彰化縣二水鄉裕民巷53號,api_無此門牌,,彰化縣二水鄉裕民巷53號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E4%BA%8C%E6%B0%B4%E9%84%89%E8%A3%95%E6%B0%91%E5%B7%B753%E8%99%9F,,,,
避難收容處所,SHELTER_098,頂庄國小,大城鄉,彰化縣大城鄉許厝巷10號,api_無此門牌,,彰化縣大城鄉許厝巷10號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%A4%A7%E5%9F%8E%E9%84%89%E8%A8%B1%E5%8E%9D%E5%B7%B710%E8%99%9F,,,,
避難收容處所,SHELTER_111,螺陽國小,北斗鎮,彰化縣北斗鎮文苑路二段150號,api_僅模糊比對,彰化縣北斗鎮西安里008鄰斗苑路二段１５０號,彰化縣北斗鎮文苑路二段150號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%8C%97%E6%96%97%E9%8E%AE%E6%96%87%E8%8B%91%E8%B7%AF%E4%BA%8C%E6%AE%B5150%E8%99%9F,,,,
避難收容處所,SHELTER_117,大嘉國小,和美鎮,彰化縣和美鎮彰和路3段50號,api_僅模糊比對,彰化縣和美鎮犁盛里018鄰彰新路三段５０號,彰化縣和美鎮彰和路3段50號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%92%8C%E7%BE%8E%E9%8E%AE%E5%BD%B0%E5%92%8C%E8%B7%AF3%E6%AE%B550%E8%99%9F,,,,
避難收容處所,SHELTER_122,新庄國小,和美鎮,彰化縣和美鎮彰新路2段500號,api_僅模糊比對,彰化縣和美鎮鎮平里017鄰彰草路二段５００號,彰化縣和美鎮彰新路2段500號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%92%8C%E7%BE%8E%E9%8E%AE%E5%BD%B0%E6%96%B0%E8%B7%AF2%E6%AE%B5500%E8%99%9F,,,,
避難收容處所,SHELTER_151,溪州國小,溪州鄉,彰化縣溪州鄉中山路3段415號,api_僅模糊比對,彰化縣永靖鄉五汴村011鄰中山路三段４１５號,彰化縣溪州鄉中山路3段415號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%BA%AA%E5%B7%9E%E9%84%89%E4%B8%AD%E5%B1%B1%E8%B7%AF3%E6%AE%B5415%E8%99%9F,,,,
避難收容處所,SHELTER_159,大莊國小,溪州鄉,彰化縣溪州鄉村中橫巷1號,api_僅模糊比對,彰化縣溪州鄉溪州村009鄰中興路１號,彰化縣溪州鄉村中橫巷1號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%BA%AA%E5%B7%9E%E9%84%89%E6%9D%91%E4%B8%AD%E6%A9%AB%E5%B7%B71%E8%99%9F,,,,
避難收容處所,SHELTER_167,東勢社區活動中心,二林鎮,彰化縣二林鎮面前巷2-20號,api_無此門牌,,彰化縣二林鎮面前巷2-20號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E4%BA%8C%E6%9E%97%E9%8E%AE%E9%9D%A2%E5%89%8D%E5%B7%B72-20%E8%99%9F,,,,
避難收容處所,SHELTER_171,永南社區活動中心,永靖鄉,彰化縣永靖鄉永西路155號,api_僅模糊比對,彰化縣永靖鄉湳港村012鄰永社路１５５號,彰化縣永靖鄉永西路155號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%B0%B8%E9%9D%96%E9%84%89%E6%B0%B8%E8%A5%BF%E8%B7%AF155%E8%99%9F,,,,
避難收容處所,SHELTER_173,港西社區活動中心,永靖鄉,彰化縣永靖鄉福德巷36-1號,api_無此門牌,,彰化縣永靖鄉福德巷36-1號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%B0%B8%E9%9D%96%E9%84%89%E7%A6%8F%E5%BE%B7%E5%B7%B736-1%E8%99%9F,,,,
避難收容處所,SHELTER_174,五福社區活動中心,永靖鄉,彰化縣永靖鄉五福巷99-1號,api_無此門牌,,彰化縣永靖鄉五福巷99-1號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%B0%B8%E9%9D%96%E9%84%89%E4%BA%94%E7%A6%8F%E5%B7%B799-1%E8%99%9F,,,,
避難收容處所,SHELTER_175,新莊社區活動中心,永靖鄉,彰化縣永靖鄉永社路75-1號,api_僅模糊比對,彰化縣伸港鄉全興村007鄰全興路７５之１號,彰化縣永靖鄉永社路75-1號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%B0%B8%E9%9D%96%E9%84%89%E6%B0%B8%E7%A4%BE%E8%B7%AF75-1%E8%99%9F,,,,
避難收容處所,SHELTER_177,五汴社區活動中心,永靖鄉,彰化縣永靖鄉五汴巷1號,api_無此門牌,,彰化縣永靖鄉五汴巷1號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%B0%B8%E9%9D%96%E9%84%89%E4%BA%94%E6%B1%B4%E5%B7%B71%E8%99%9F,,,,
避難收容處所,SHELTER_178,光雲社區活動中心,永靖鄉,彰化縣永靖鄉意善巷78-1號,api_無此門牌,,彰化縣永靖鄉意善巷78-1號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%B0%B8%E9%9D%96%E9%84%89%E6%84%8F%E5%96%84%E5%B7%B778-1%E8%99%9F,,,,
避難收容處所,SHELTER_179,崙子社區活動中心,永靖鄉,彰化縣永靖鄉九分路192-1號,api_無此門牌,,彰化縣永靖鄉九分路192-1號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%B0%B8%E9%9D%96%E9%84%89%E4%B9%9D%E5%88%86%E8%B7%AF192-1%E8%99%9F,,,,
避難收容處所,SHELTER_181,崙美社區活動中心,永靖鄉,彰化縣永靖鄉獨鰲路270巷8-1號,api_僅模糊比對,彰化縣大城鄉潭墘村005鄰光復路８之１號,彰化縣永靖鄉獨鰲路270巷8-1號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%B0%B8%E9%9D%96%E9%84%89%E7%8D%A8%E9%B0%B2%E8%B7%AF270%E5%B7%B78-1%E8%99%9F,,,,
避難收容處所,SHELTER_182,同安社區活動中心,永靖鄉,彰化縣永靖鄉西畔巷11-1號,api_無此門牌,,彰化縣永靖鄉西畔巷11-1號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%B0%B8%E9%9D%96%E9%84%89%E8%A5%BF%E7%95%94%E5%B7%B711-1%E8%99%9F,,,,
避難收容處所,SHELTER_183,同仁社區活動中心,永靖鄉,彰化縣永靖鄉東畔路7-1號,api_無此門牌,,彰化縣永靖鄉東畔路7-1號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%B0%B8%E9%9D%96%E9%84%89%E6%9D%B1%E7%95%94%E8%B7%AF7-1%E8%99%9F,,,,
避難收容處所,SHELTER_184,湳墘社區活動中心,永靖鄉,彰化縣永靖鄉忠心路13-1號,api_僅模糊比對,嘉義縣番路鄉江西村004鄰柿仔脚１３之１號,彰化縣永靖鄉忠心路13-1號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%B0%B8%E9%9D%96%E9%84%89%E5%BF%A0%E5%BF%83%E8%B7%AF13-1%E8%99%9F,,,,
避難收容處所,SHELTER_186,竹子社區活動中心,永靖鄉,彰化縣永靖鄉竹中巷41號,api_無此門牌,,彰化縣永靖鄉竹中巷41號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%B0%B8%E9%9D%96%E9%84%89%E7%AB%B9%E4%B8%AD%E5%B7%B741%E8%99%9F,,,,
避難收容處所,SHELTER_194,北鎮社區活動中心,田尾鄉,彰化縣田尾鄉平和路二段151號,api_僅模糊比對,彰化縣田尾鄉饒平村019鄰中山路一段１５１號,彰化縣田尾鄉平和路二段151號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%94%B0%E5%B0%BE%E9%84%89%E5%B9%B3%E5%92%8C%E8%B7%AF%E4%BA%8C%E6%AE%B5151%E8%99%9F,,,,
避難收容處所,SHELTER_252,埔崙社區活動中心,秀水鄉,彰化縣秀水鄉蘇周巷162號,api_無此門牌,,彰化縣秀水鄉蘇周巷162號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%A7%80%E6%B0%B4%E9%84%89%E8%98%87%E5%91%A8%E5%B7%B7162%E8%99%9F,,,,
避難收容處所,SHELTER_256,曾厝社區活動中心,秀水鄉,彰化縣秀水鄉大厝巷66號,api_無此門牌,,彰化縣秀水鄉大厝巷66號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%A7%80%E6%B0%B4%E9%84%89%E5%A4%A7%E5%8E%9D%E5%B7%B766%E8%99%9F,,,,
避難收容處所,SHELTER_257,玉陵宮廣場,秀水鄉,彰化縣秀水鄉番花路450巷46號,api_無此門牌,,彰化縣秀水鄉番花路450巷46號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%A7%80%E6%B0%B4%E9%84%89%E7%95%AA%E8%8A%B1%E8%B7%AF450%E5%B7%B746%E8%99%9F,,,,
避難收容處所,SHELTER_262,馬興社區活動中心,秀水鄉,彰化縣秀水鄉西銘巷6-1號,api_無此門牌,,彰化縣秀水鄉西銘巷6-1號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%A7%80%E6%B0%B4%E9%84%89%E8%A5%BF%E9%8A%98%E5%B7%B76-1%E8%99%9F,,,,
避難收容處所,SHELTER_272,橋頭國小,社頭鄉,彰化縣社頭鄉員集路三段528號,api_僅模糊比對,彰化縣二水鄉聖化村009鄰員集路三段５２８號,彰化縣社頭鄉員集路三段528號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%A4%BE%E9%A0%AD%E9%84%89%E5%93%A1%E9%9B%86%E8%B7%AF%E4%B8%89%E6%AE%B5528%E8%99%9F,,,,
避難收容處所,SHELTER_328,曉陽國小,線西鄉,彰化縣線西鄉頂犁路158-1號,api_無此門牌,,彰化縣線西鄉頂犁路158-1號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%B7%9A%E8%A5%BF%E9%84%89%E9%A0%82%E7%8A%81%E8%B7%AF158-1%E8%99%9F,,,,
避難收容處所,SHELTER_336,明禮國小藝能館,田中鎮,彰化縣田中鎮民光路一段394號,api_僅模糊比對,彰化縣田中鎮新庄里009鄰東閔路二段３９４號,彰化縣田中鎮民光路一段394號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%94%B0%E4%B8%AD%E9%8E%AE%E6%B0%91%E5%85%89%E8%B7%AF%E4%B8%80%E6%AE%B5394%E8%99%9F,,,,
避難收容處所,SHELTER_340,新庄社區活動中心,田中鎮,彰化縣田中鎮中山街134號,api_僅模糊比對,彰化縣田中鎮平和里006鄰太平路１３４號,彰化縣田中鎮中山街134號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%94%B0%E4%B8%AD%E9%8E%AE%E4%B8%AD%E5%B1%B1%E8%A1%97134%E8%99%9F,,,,
避難收容處所,SHELTER_343,田中鎮立圖書館,田中鎮,彰化縣田中鎮中新路229號,api_僅模糊比對,彰化縣田中鎮南路里009鄰中州路一段２２９號,彰化縣田中鎮中新路229號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%94%B0%E4%B8%AD%E9%8E%AE%E4%B8%AD%E6%96%B0%E8%B7%AF229%E8%99%9F,,,,
避難收容處所,SHELTER_360,大庭社區活動中心,溪湖鎮,彰化縣溪湖鎮崙子腳路34-1號,api_僅模糊比對,桃園市新屋區下田里006鄰員笨３４之１號,彰化縣溪湖鎮崙子腳路34-1號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%BA%AA%E6%B9%96%E9%8E%AE%E5%B4%99%E5%AD%90%E8%85%B3%E8%B7%AF34-1%E8%99%9F,,,,
避難收容處所,SHELTER_363,河東社區活動中心,溪湖鎮,彰化縣溪湖鎮河東路281號,api_僅模糊比對,彰化縣溪湖鎮平和里002鄰彰水路三段２８１號,彰化縣溪湖鎮河東路281號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%BA%AA%E6%B9%96%E9%8E%AE%E6%B2%B3%E6%9D%B1%E8%B7%AF281%E8%99%9F,,,,
避難收容處所,SHELTER_365,湖東國小,溪湖鎮,彰化縣溪湖鎮大溪路二段423號,api_僅模糊比對,彰化縣溪湖鎮河東里004鄰二溪路二段４２３號,彰化縣溪湖鎮大溪路二段423號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%BA%AA%E6%B9%96%E9%8E%AE%E5%A4%A7%E6%BA%AA%E8%B7%AF%E4%BA%8C%E6%AE%B5423%E8%99%9F,,,,
避難收容處所,SHELTER_392,新興社區活動中心,大村鄉,彰化縣大村鄉新興巷6-3號,api_無此門牌,,彰化縣大村鄉新興巷6-3號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%A4%A7%E6%9D%91%E9%84%89%E6%96%B0%E8%88%88%E5%B7%B76-3%E8%99%9F,,,,
避難收容處所,SHELTER_400,過溝社區活動中心,大村鄉,彰化縣大村鄉過溝三巷36-2號,api_無此門牌,,彰化縣大村鄉過溝三巷36-2號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%A4%A7%E6%9D%91%E9%84%89%E9%81%8E%E6%BA%9D%E4%B8%89%E5%B7%B736-2%E8%99%9F,,,,
救濟站,RELIEF_045,大嘉國小,和美鎮,彰化縣和美鎮彰和路三段50號,api_僅模糊比對,彰化縣和美鎮犁盛里018鄰彰新路三段５０號,彰化縣和美鎮彰和路三段50號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%92%8C%E7%BE%8E%E9%8E%AE%E5%BD%B0%E5%92%8C%E8%B7%AF%E4%B8%89%E6%AE%B550%E8%99%9F,,,,
救濟站,RELIEF_048,和美鎮立圖書館,和美鎮,彰化縣和美鎮道周路346號,api_無此門牌,,彰化縣和美鎮道周路346號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%92%8C%E7%BE%8E%E9%8E%AE%E9%81%93%E5%91%A8%E8%B7%AF346%E8%99%9F,,,,
救濟站,RELIEF_051,新庄國小,和美鎮,彰化縣和美鎮彰新路2段500號,api_僅模糊比對,彰化縣和美鎮鎮平里017鄰彰草路二段５００號,彰化縣和美鎮彰新路2段500號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%92%8C%E7%BE%8E%E9%8E%AE%E5%BD%B0%E6%96%B0%E8%B7%AF2%E6%AE%B5500%E8%99%9F,,,,
救濟站,RELIEF_054,曉陽國小,線西鄉,彰化縣線西鄉頂犁路158-1號,api_無此門牌,,彰化縣線西鄉頂犁路158-1號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%B7%9A%E8%A5%BF%E9%84%89%E9%A0%82%E7%8A%81%E8%B7%AF158-1%E8%99%9F,,,,
救濟站,RELIEF_058,塭仔社區,線西鄉,彰化縣線西鄉沿海路一段495巷17號,api_僅模糊比對,彰化縣福興鄉麥厝村023鄰沿海路一段１７號,彰化縣線西鄉沿海路一段495巷17號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%B7%9A%E8%A5%BF%E9%84%89%E6%B2%BF%E6%B5%B7%E8%B7%AF%E4%B8%80%E6%AE%B5495%E5%B7%B717%E8%99%9F,,,,
救濟站,RELIEF_140,明湖國小,員林市,彰化縣員林市湖水路277號,api_無此門牌,,彰化縣員林市湖水路277號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%93%A1%E6%9E%97%E5%B8%82%E6%B9%96%E6%B0%B4%E8%B7%AF277%E8%99%9F,,,,
救濟站,RELIEF_147,湖東國小,溪湖鎮,彰化縣溪湖鎮湖東里大溪路二段423號,api_僅模糊比對,彰化縣埔心鄉埤脚村014鄰大溪路二段４２３號,彰化縣溪湖鎮湖東里大溪路二段423號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%BA%AA%E6%B9%96%E9%8E%AE%E6%B9%96%E6%9D%B1%E9%87%8C%E5%A4%A7%E6%BA%AA%E8%B7%AF%E4%BA%8C%E6%AE%B5423%E8%99%9F,,,,
救濟站,RELIEF_165,田中鎮立圖書館,田中鎮,彰化縣田中鎮中路里中新路229號,api_僅模糊比對,高雄市旗津區中興里004鄰旗津二路２２９號,彰化縣田中鎮中路里中新路229號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%94%B0%E4%B8%AD%E9%8E%AE%E4%B8%AD%E8%B7%AF%E9%87%8C%E4%B8%AD%E6%96%B0%E8%B7%AF229%E8%99%9F,,,,
救濟站,RELIEF_168,新庄社區,田中鎮,彰化縣田中鎮新庄里中山街134號,api_僅模糊比對,彰化縣田中鎮新庄里007鄰居仁街１３４號,彰化縣田中鎮新庄里中山街134號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%94%B0%E4%B8%AD%E9%8E%AE%E6%96%B0%E5%BA%84%E9%87%8C%E4%B8%AD%E5%B1%B1%E8%A1%97134%E8%99%9F,,,,
救濟站,RELIEF_171,明禮國小,田中鎮,彰化縣田中鎮民光路一段394號,api_僅模糊比對,彰化縣田中鎮新庄里009鄰東閔路二段３９４號,彰化縣田中鎮民光路一段394號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%94%B0%E4%B8%AD%E9%8E%AE%E6%B0%91%E5%85%89%E8%B7%AF%E4%B8%80%E6%AE%B5394%E8%99%9F,,,,
救濟站,RELIEF_177,大葉大學,大村鄉,彰化縣大村鄉學府路169號,api_僅模糊比對,彰化縣花壇鄉長沙村024鄰學府路１６９號,彰化縣大村鄉學府路169號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%A4%A7%E6%9D%91%E9%84%89%E5%AD%B8%E5%BA%9C%E8%B7%AF169%E8%99%9F,,,,
救濟站,RELIEF_206,德興國小,永靖鄉,彰化縣永靖鄉竹子村竹後巷47號,api_僅模糊比對,彰化縣芳苑鄉崙腳村010鄰草崙路４７號,彰化縣永靖鄉竹子村竹後巷47號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%B0%B8%E9%9D%96%E9%84%89%E7%AB%B9%E5%AD%90%E6%9D%91%E7%AB%B9%E5%BE%8C%E5%B7%B747%E8%99%9F,,,,
救濟站,RELIEF_212,橋頭國小,社頭鄉,彰化縣社頭鄉橋頭村員集路三段528號,api_僅模糊比對,彰化縣二水鄉聖化村009鄰員集路三段５２８號,彰化縣社頭鄉橋頭村員集路三段528號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%A4%BE%E9%A0%AD%E9%84%89%E6%A9%8B%E9%A0%AD%E6%9D%91%E5%93%A1%E9%9B%86%E8%B7%AF%E4%B8%89%E6%AE%B5528%E8%99%9F,,,,
救濟站,RELIEF_225,北斗郵局,北斗鎮,彰化縣北斗鎮光復里光復路226號地上4地下,api_僅模糊比對,臺中市北區光大里016鄰五順街２２６號,彰化縣北斗鎮光復里光復路226號地上4地下,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%8C%97%E6%96%97%E9%8E%AE%E5%85%89%E5%BE%A9%E9%87%8C%E5%85%89%E5%BE%A9%E8%B7%AF226%E8%99%9F%E5%9C%B0%E4%B8%8A4%E5%9C%B0%E4%B8%8B,,,,
救濟站,RELIEF_232,北斗家商學校,北斗鎮,彰化縣北斗鎮大道里文苑路17號地上7地下,api_僅模糊比對,屏東縣恆春鎮大光里022鄰砂尾路１７號,彰化縣北斗鎮大道里文苑路17號地上7地下,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%8C%97%E6%96%97%E9%8E%AE%E5%A4%A7%E9%81%93%E9%87%8C%E6%96%87%E8%8B%91%E8%B7%AF17%E8%99%9F%E5%9C%B0%E4%B8%8A7%E5%9C%B0%E4%B8%8B,,,,
救濟站,RELIEF_262,北鎮社區,田尾鄉,彰化縣田尾鄉平和路二段151號,api_僅模糊比對,彰化縣田尾鄉饒平村019鄰中山路一段１５１號,彰化縣田尾鄉平和路二段151號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%94%B0%E5%B0%BE%E9%84%89%E5%B9%B3%E5%92%8C%E8%B7%AF%E4%BA%8C%E6%AE%B5151%E8%99%9F,,,,
救濟站,RELIEF_283,中華電信住宿休閒會館中華電信,埤頭鄉,彰化縣埤頭鄉合興村斗苑西路32號B,api_僅模糊比對,彰化縣埤頭鄉合興村011鄰文鄉路３２號,彰化縣埤頭鄉合興村斗苑西路32號B,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%9F%A4%E9%A0%AD%E9%84%89%E5%90%88%E8%88%88%E6%9D%91%E6%96%97%E8%8B%91%E8%A5%BF%E8%B7%AF32%E8%99%9FB,,,,
救濟站,RELIEF_288,元埔社區,埤頭鄉,彰化縣埤頭鄉元埔村文化路495巷11號,api_僅模糊比對,彰化縣埤頭鄉元埔村002鄰大埔路１１號,彰化縣埤頭鄉元埔村文化路495巷11號,https://www.google.com/maps/search/?api=1&query=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%9F%A4%E9%A0%AD%E9%84%89%E5%85%83%E5%9F%94%E6%9D%91%E6%96%87%E5%8C%96%E8%B7%AF495%E5%B7%B711%E8%99%9F,,,,
